=== TOTAL: 255 cols x 138 rows ===
=== USED COLUMNS: 131 ===
=== USED COL INDICES: 0,2,3,6,7,9,11,12,15,17,18,20,21,22,23,24,27,28,30,35,37,38,42,44,46,47,50,52,53,55,56,57,58,59,62,63,65,70,72,73,76,78,79,80,82,85,87,88,90,91,92,94,95,96,97,105,107,111,112,113,115,117,120,122,123,125,127,129,130,131,132,140,142,143,146,147,148,150,152,155,156,157,158,159,160,162,164,165,166,167,175,177,180,182,185,187,188,189,190,192,193,195,196,199,200,201,202,205,206,208,211,213,216,218,219,220,223,226,227,230,231,233,237,239,242,244,247,249,250,251,254 ===

R0: 견적번호 : |  | 2-32 |  |  |  |  |  |  |  |  | 상호 |  |  | ㈜ 네 오 판 넬 |  |  |  |  | 견적번호 : |  | 2-32 | 0 |  |  |  |  |  |  | 상호 |  |  | ㈜ 네 오 판 넬 |  |  |  |  |  | ㈜ 네 오 판 넬 |  |  |  |  |  | 물량산출내역 |  |  |  |  |  |  |  | 수주처 |  |  | 상호 | ㈜ 네 오 판 넬 |  |  |  |  | 출  고  증 |  |  |  |  |  |  | 견적번호 |  | 2-32 | 상호 | ㈜ 네 오 판 넬 |  |  |  |  |  | 시험성적서 요청 |  |  |  |  |  |  |  |  | 수주처 |  | 0 | 자  재  발  주  서 |  |  |  |  |  |  |  |  | 발주처 |  |  | ㈜ 네 오 판 넬 |  |  |  |  |  | 자  재  발  주  서 |  |  |  |  |  |  |  | 발주처 |  | ㈜ 네 오 판 넬 |  |  |  | 자  재  발  주  서 |  |  |  |  |  |  |  | 발주처
R1: 고객명 : |  | 유창건설 |  |  |  |  |  |  |  |  | 담당자 |  |  | 정학록 (010-4775-6318) |  |  |  |  | 고객명 : |  | 유창건설 |  |  |  |  |  |  |  | 담당자 |  |  | 정학록 (010-4775-6318) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 견적번호 |  | 2-32 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R2: 생산일 : |  |  |  | 견  적  서 |  |  |  |  |  |  | 사무실 |  |  | (041) 548 - 0484 |  | 팩스 |  | (041) 548 - 0485 | 생산일 : |  | 1월 0일 토요일 | 견   적   서 |  |  |  |  |  |  | 사무실 |  |  | (041) 548 - 0484 |  | 팩스 |  | (041) 548 - 0485 | 사무실 | (041) 548 - 0484 |  | 팩스 | (041) 548 - 0485 |  |  |  |  |  |  |  |  |  |  | 수주번호 |  |  | 사무실 | (041) 548 - 0484 | 팩스 |  | (041) 548 - 0485 |  |  |  |  |  |  |  |  | 수주번호 |  | 토요일, 1월 00, 1900 | 사무실 | (041) 548 - 0484 |  | 팩스 |  | (041) 548 - 0485 |  |  |  |  |  |  |  |  |  |  | 수주번호 |  | 토요일, 1월 00, 1900 |  |  |  |  |  |  |  |  |  | 수주처 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 수주처 |  |  |  |  |  |  |  |  |  |  |  |  |  | 수주처
R32: 25 | 스크류볼트 |  |  |  |  |  | 330MM |  | EA |  | 900. |  |  |  | 1,127 |  | 1,014,000 |  | 25 | 스크류볼트 |  |  |  |  | 330MM |  | EA |  | 900. |  |  |  | 1,352 |  | 1,216,800 |  | 25 | 스크류볼트 |  |  |  |  |  | 330MM |  | EA |  | 900. |  |  |  |  |  |  | 25 | 스크류볼트 |  |  |  |  | 330MM |  | EA |  | 900. |  |  |  |  |  | 25 | 스크류볼트 |  |  |  |  |  | 330MM |  |  | EA |  |  | 900. |  |  |  |  |  | 25 |  |  |  |  |  |  |  |  |  |  | . |  |  |  |  |  |  | 25 |  |  |  |  |  |  |  |  | . |  |  |  |  | 25 |  |  |  |  |  |  |  | 
R33: 26 | 스크류볼트 |  |  |  |  |  | 250MM |  | EA |  | 900. |  |  |  | 410 |  | 369,000 |  | 26 | 스크류볼트 |  |  |  |  | 250MM |  | EA |  | 900. |  |  |  | 492 |  | 442,800 |  | 26 | 스크류볼트 |  |  |  |  |  | 250MM |  | EA |  | 900. |  |  |  |  |  |  | 26 | 스크류볼트 |  |  |  |  | 250MM |  | EA |  | 900. |  |  |  |  |  | 26 | 스크류볼트 |  |  |  |  |  | 250MM |  |  | EA |  |  | 900. |  |  |  |  |  | 상기와 같이 발주 합니다. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 상기와 같이 발주 합니다. |  |  |  |  |  |  |  |  |  |  |  |  |  | 상기와 같이 발주 합니다. |  |  |  |  |  |  |  | 
R34: 27 | 지붕캡 |  |  |  |  |  | 진회색 |  | EA |  | 900. |  |  |  | 100 |  | 90,000 |  | 27 | 지붕캡 |  |  |  |  | 진회색 |  | EA |  | 900. |  |  |  | 120 |  | 108,000 |  | 27 | 지붕캡 |  |  |  |  |  | 진회색 |  | EA |  | 900. |  |  |  |  |  |  | 27 | 지붕캡 |  |  |  |  | 진회색 |  | EA |  | 900. |  |  |  |  |  | 27 | 지붕캡 |  |  |  |  |  | 진회색 |  |  | EA |  |  | 900. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R35: 28 | 일자캡 |  |  |  |  |  | 진회색 |  | EA |  | 500. |  |  |  | 83 |  | 41,667 |  | 28 | 일자캡 |  |  |  |  | 진회색 |  | EA |  | 500. |  |  |  | 100 |  | 50,000 |  | 28 | 일자캡 |  |  |  |  |  | 진회색 |  | EA |  | 500. |  |  |  |  |  |  | 28 | 일자캡 |  |  |  |  | 진회색 |  | EA |  | 500. |  |  |  |  |  | 28 | 일자캡 |  |  |  |  |  | 진회색 |  |  | EA |  |  | 500. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R36: 29 | 260t 지붕용 0.5T 진회색 200용 물받이 |  |  |  |  |  | 260 |  | EA |  | 28. |  |  |  | 3,333 |  | 93,333 |  | 29 | 260t 지붕용 0.5T 진회색 200용 물받이 |  |  |  |  | 260 |  | EA |  | 28. |  |  |  | 4,000 |  | 112,000 |  | 29 | 260t 지붕용 0.5T 진회색 200용 물받이 |  |  |  |  |  | 260 |  | EA |  | 28. |  |  |  |  |  |  | 29 | 260t 지붕용 0.5T 진회색 200용 물받이 |  |  |  |  | 260 |  | EA |  | 28. |  |  |  |  |  | 29 | 260t 지붕용 0.5T 진회색 200용 물받이 |  |  |  |  |  | 260 |  |  | EA |  |  | 28. |  |  |  |  |  | 입고 희망일 : |  | 토요일, 1월 00, 1900 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 입고 희망일 : |  | 토요일, 1월 00, 1900 |  |  |  |  |  |  |  |  |  |  |  | 입고 희망일 : |  | 토요일, 1월 00, 1900 |  |  |  |  |  | 
R37: 30 | SUS 스탠 홈통 6M 100파이 304국산 |  |  |  |  |  |  |  | EA |  | 16. |  |  |  | 81,000 |  | 1,296,000 |  | 30 | SUS 스탠 홈통 6M 100파이 304국산 |  |  |  |  |  |  | EA |  | 16. |  |  |  | 89,100 |  | 1,425,600 |  | 30 | SUS 스탠 홈통 6M 100파이 304국산 |  |  |  |  |  |  |  | EA |  | 16. |  |  |  |  |  |  | 30 | SUS 스탠 홈통 6M 100파이 304국산 |  |  |  |  |  |  | EA |  | 16. |  |  |  |  |  | 30 | SUS 스탠 홈통 6M 100파이 304국산 |  |  |  |  |  |  |  |  | EA |  |  | 16. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R38: 31 | SUS 스탠 반도  304국산 |  |  |  |  |  |  |  | EA |  | 32. |  |  |  | 3,300 |  | 105,600 |  | 31 | SUS 스탠 반도  304국산 |  |  |  |  | - |  | EA |  | 32. |  |  |  | 3,630 |  | 116,160 |  | 31 | SUS 스탠 반도  304국산 |  |  |  |  |  | - |  | EA |  | 32. |  |  |  |  |  |  | 31 | SUS 스탠 반도  304국산 |  |  |  |  | - |  | EA |  | 32. |  |  |  |  |  | 31 | SUS 스탠 반도  304국산 |  |  |  |  |  | - |  |  | EA |  |  | 32. |  |  |  |  |  | 거래처 상호 : |  | 배송시 물건에 |  | [네오 |  | 포천 (가동) |  |  |  |  |  |  | ] | 라고 써주세요. |  |  |  | 거래처 상호 : |  | 배송시 물건에 |  | [네오 |  | 포천 (가동) |  |  |  |  | ] | 라고 써주세요. |  | 거래처 상호 : |  | 배송시 물건에 |  | [네오 |  | 포천 (가동) |  | 
R39: 32 | SUS 스탠 엘보 45도 304국산 |  |  |  |  |  |  |  | EA |  | 16. |  |  |  | 7,200 |  | 115,200 |  | 32 | SUS 스탠 엘보 45도 304국산 |  |  |  |  | - |  | EA |  | 16. |  |  |  | 7,920 |  | 126,720 |  | 32 | SUS 스탠 엘보 45도 304국산 |  |  |  |  |  | - |  | EA |  | 16. |  |  |  |  |  |  | 32 | SUS 스탠 엘보 45도 304국산 |  |  |  |  | - |  | EA |  | 16. |  |  |  |  |  | 32 | SUS 스탠 엘보 45도 304국산 |  |  |  |  |  | - |  |  | EA |  |  | 16. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R40: 33 | SUS 스탠 상부용 사각물모음통 100파이 국산 |  |  |  |  |  |  |  | EA |  | 16. |  |  |  | 11,400 |  | 182,400 |  | 33 | SUS 스탠 상부용 사각물모음통 100파이 국산 |  |  |  |  | - |  | EA |  | 16. |  |  |  | 12,540 |  | 200,640 |  | 33 | SUS 스탠 상부용 사각물모음통 100파이 국산 |  |  |  |  |  | - |  | EA |  | 16. |  |  |  |  |  |  | 33 | SUS 스탠 상부용 사각물모음통 100파이 국산 |  |  |  |  | - |  | EA |  | 16. |  |  |  |  |  | 33 | SUS 스탠 상부용 사각물모음통 100파이 국산 |  |  |  |  |  | - |  |  | EA |  |  | 16. |  |  |  |  |  | 물건 보낼곳 : |  | 0 |  |  | 입고요망 |  |  |  |  |  |  |  |  |  |  |  |  | 물건 보낼곳 : |  | 0 |  |  | 입고요망 |  |  |  |  |  |  |  |  | 물건 보낼곳 : |  | 0 |  |  | 입고요망 |  |  | 
R41: 34 | 컬러피스 진회색 |  |  |  |  |  |  |  | 봉지 |  | 10. |  |  |  | 8,500 |  | 85,000 |  | 34 | 컬러피스 진회색 |  |  |  |  | - |  | 봉지 |  | 10. |  |  |  | 9,000 |  | 90,000 |  | 34 | 컬러피스 진회색 |  |  |  |  |  | - |  | 봉지 |  | 10. |  |  |  |  |  |  | 34 | 컬러피스 진회색 |  |  |  |  | - |  | 봉지 |  | 10. |  |  |  |  |  | 34 | 컬러피스 진회색 |  |  |  |  |  | - |  |  | 봉지 |  |  | 10. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R42: 35 | 물받이 받침대 진회색 |  |  |  |  |  | 200-350 |  | EA |  | 84. |  |  |  | 2,700 |  | 226,800 |  | 35 | 물받이 받침대 진회색 |  |  |  |  | 200-350 |  | EA |  | 84. |  |  |  | 3,300 |  | 277,200 |  | 35 | 물받이 받침대 진회색 |  |  |  |  |  | 200-350 |  | EA |  | 84. |  |  |  |  |  |  | 35 | 물받이 받침대 진회색 |  |  |  |  | 200-350 |  | EA |  | 84. |  |  |  |  |  | 35 | 물받이 받침대 진회색 |  |  |  |  |  | 200-350 |  |  | EA |  |  | 84. |  |  |  |  |  |  |  |  |  |  |  |  | 대리 |  | 과장 |  |  | 부장 | 이사 |  |  | 상무 |  |  |  |  |  |  |  |  | 대리 | 과장 |  | 부장 | 이사 |  | 상무 |  |  |  |  |  |  |  | 대리 | 과장
R43: 36 | 물받이용 까치발볼트 세트 |  |  |  |  |  | 225 |  | EA |  | 168. |  |  |  | 1,125 |  | 189,000 |  | 36 | 물받이용 까치발볼트 세트 |  |  |  |  | 225 |  | EA |  | 168. |  |  |  | 1,350 |  | 226,800 |  | 36 | 물받이용 까치발볼트 세트 |  |  |  |  |  | 225 |  | EA |  | 168. |  |  |  |  |  |  | 36 | 물받이용 까치발볼트 세트 |  |  |  |  | 225 |  | EA |  | 168. |  |  |  |  |  | 36 | 물받이용 까치발볼트 세트 |  |  |  |  |  | 225 |  |  | EA |  |  | 168. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R44: 37 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 37 | 0 |  |  |  |  | - |  | - |  | . |  |  |  |  |  |  |  | 37 | 0 |  |  |  |  |  | - |  | - |  | . |  |  |  |  |  |  | 37 | 0 |  |  |  |  | - |  | 0 |  | . |  |  |  |  |  | 37 | 0 |  |  |  |  |  | - |  |  | - |  |  | . |  |  |  |  |  | 거래명세서 팩스 보낼곳 : |  |  | (041) 548 - 0485 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 거래명세서 팩스 보낼곳 : |  |  | (041) 548 - 0485 |  |  |  |  |  |  |  |  |  |  | 거래명세서 팩스 보낼곳 : |  |  | (041) 548 - 0485 |  |  |  |  | 
R45: 38 | 양개행거 50T 우측쪽문 마감바225T |  |  |  |  |  | 4000x4000 |  | set |  | 3. |  |  |  | 1,010,000 |  | 3,030,000 |  | 38 | 양개행거 50T 우측쪽문 마감바225T |  |  |  |  | 4000x4000 |  | set |  | 3. |  |  |  | 1,262,500 |  | 3,787,500 |  | 38 | 양개행거 50T 우측쪽문 마감바225T |  |  |  |  |  | 4000x4000 |  | set |  | 3. |  |  |  |  |  |  | 38 | 양개행거 50T 우측쪽문 마감바225T |  |  |  |  | 4000x4000 |  | set |  | 3. |  |  |  |  |  | 38 | 양개행거 50T 우측쪽문 마감바225T |  |  |  |  |  | 4000x4000 |  |  | set |  |  | 3. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R46: 39 | 225T판넬용 하이샷시 24T로이그린 아르곤.망포함 |  |  |  |  |  | 1800x1000 |  | set |  | 49. |  |  |  | 220,000 |  | 10,780,000 |  | 39 | 225T판넬용 하이샷시 24T로이그린 아르곤.망포함 |  |  |  |  | 1800x1000 |  | set |  | 49. |  |  |  | 250,000 |  | 12,250,000 |  | 39 | 225T판넬용 하이샷시 24T로이그린 아르곤.망포함 |  |  |  |  |  | 1800x1000 |  | set |  | 49. |  |  |  |  |  |  | 39 | 225T판넬용 하이샷시 24T로이그린 아르곤.망포함 |  |  |  |  | 1800x1000 |  | set |  | 49. |  |  |  |  |  | 39 | 225T판넬용 하이샷시 24T로이그린 아르곤.망포함 |  |  |  |  |  | 1800x1000 |  |  | set |  |  | 49. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R47: 40 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 40 | 0 |  |  |  |  | - |  | - |  | . |  |  |  |  |  |  |  | 40 | 0 |  |  |  |  |  | - |  | - |  | . |  |  |  |  |  |  | 40 | 0 |  |  |  |  | - |  | 0 |  | . |  |  |  |  |  | 40 | 0 |  |  |  |  |  | - |  |  | - |  |  | . |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R48: 계약금 30%이상, 출고전 입금완료, 운임비 별도입니다. |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 소    계 |  | 84,603,472 |  | 계약금 30%이상, 출고전 입금완료, 운임비 별도입니다. |  |  |  |  |  |  |  |  |  |  |  |  |  | 소    계 |  | 91,516,204 |  | 상기와 같이 발주 합니다. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 건축주명 |  |  |  | 공사명 |  |  |  |  | 현장주소 |  |  |  |  |  |  |  |  |  | 제  품  명 |  |  |  | 규격(mm) |  |  |  | 수량(EA) |  | 단위(m) |  |  |  |  | 단가(원) |  | 금액(원) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R49: 농협 301-4775-6318-81 [ 예금주: (주)네오판넬 ] |  |  |  |  |  |  |  |  |  |  |  |  |  |  | V  A  T |  | 8,460,347 |  | 농협 301-4775-6318-81 [ 예금주: (주)네오판넬 ] |  |  |  |  |  |  |  |  |  |  |  |  |  | V  A  T |  | 9,151,620 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 50T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R50:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 합    계 |  | 93,063,819 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 합    계 |  | 100,667,824 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 현장주소 |  |  | 포천 (가동) |  |  |  |  |  |  |  |  |  |  |  |  | 감리자명 |  |  |  | 상호 |  |  |  |  | 주소 |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 75T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R51: 비고 | 기산 -500원 가격 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 비고 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 연락처 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 100T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R52:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 연락처 |  |  | 0 |  |  |  |  |  |  |  |  |  |  |  |  | 시공자명 |  |  |  | 상호 |  |  |  |  | 주소 |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 125T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R53:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 담 당 |  | 주 임 | 대 리 |  | 과 장 |  | 차 장 | 부 장 |  | 이 사 |  | 대 표 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 연락처 |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 150T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R54: 담 당 |  | 주 임 | 대 리 |  | 과 장 |  | 차 장 | 부 장 |  | 이 사 |  | 대 표 |  |  | 전월미수금 |  |  |  | 담 당 |  | 주 임 |  | 과 장 |  | 차 장 | 부 장 |  | 이 사 |  | 대 표 |  |  | 전월미수금 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 도착일시 |  |  | 토요일, 1월 00, 1900 |  |  |  |  |  |  |  |  |  |  |  |  | 유통업자명 |  | 정학럭 |  | 상호 |  | ㈜네오판넬 |  |  | 주소 |  |  | 충남 아산시 배방읍 북수리 1172, 4층 |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 175T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R55:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 합  계 |  | 93,063,819 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 합  계 |  | 100,667,824 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 200T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R56:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 총  계 |  | 93,063,819 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 총  계 |  | 100,667,824 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 연락처 |  | 041-548-0484 |  |  |  |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 225T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R57:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 작성일 : |  | 금요일, 2월 20, 2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 돌출박공 (청색) |  |  |  | 260T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R58: 작성일 : |  | 금요일, 2월 20, 2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 작성일 : |  | 금요일, 2월 20, 2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 미돌출박공 (청색) |  |  |  | 30-145-160-15-30 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R59:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 부착형물받이 (청색) |  |  |  | 50T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R60:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 부착형물받이 (청색) |  |  |  | 75T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R61:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 부착형물받이 (청색) |  |  |  | 100T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R62:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 제  품  명 |  |  |  |  |  | 규격(mm) |  | 수량(EA) |  | 단위(m) |  |  | 단가(원) |  |  | 금액(원) |  | 제  품  명 |  |  |  |  | 규격(mm) |  | 수량(EA) |  | 단위(m) |  | 단가(원) |  |  | 금액(원) |  | 제  품  명 |  |  |  |  |  | 규격(mm) |  | 수량(EA) |  |  | 단위(m) |  |  | 단가(원) |  |  | 금액(원) |  | 부착형물받이 (청색) |  |  |  | 125T |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R63:  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | C/S유바 (아이보리) |  |  |  |  |  | 50T |  |  |  | ea |  |  |  |  |  |  |  | 50T 방화문 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 80mm |  |  |  |  | ea |  |  |  |  |  |  |  | 150용 물받이 (청색) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R64: *준불연* |  |  |  |  |  | *양면 0.5T* |  |  |  |  |  |  |  |  |  | 7,604,005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | C/S유바 (아이보리) |  |  |  |  |  | 75T |  |  |  | ea |  |  |  |  |  |  |  | 75T 방화문 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 110mm |  |  |  |  | ea |  |  |  |  |  |  |  | 200용 물받이 (청색) |  |  |  |  |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R65: *가등급* |  |  |  |  |  | *양면민판* |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | C/S유바 (아이보리) |  |  |  |  |  | 100T |  |  |  | ea |  |  |  |  |  |  |  | 100T 방화문 도어록포함 |  |  |  |  | 900-2100 |  |  |  | ea |  |  |  |  |  |  | 스크류볼트 |  |  |  |  |  | 130mm |  |  |  |  | ea |  |  |  |  |  |  |  | 상부용마루 (청색) |  |  |  | 140-140 |  |  |  |  |  | ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
